cancion,cantante,año,duracion_minutos,album,explicito
Every Little Thing She Does Is Magic,The Police,1981,4.342883333333333,Ghost In The Machine (Remastered 2003),False
All Night Long - Single Version,Lionel Richie,1992,4.34155,Back To Front,False
Word Up,Cameo,1986,4.333333333333333,Word Up,False
Beat It,Michael Jackson,2008,4.300666666666666,Thriller 25 Super Deluxe Edition,False
Video Killed The Radio Star,The Buggles,1980,4.23,The Age Of Plastic,False
Super Trouper,ABBA,1980,4.214216666666666,Super Trouper,False
Karma Chameleon - Remastered 2002,Culture Club,1983,4.212883333333333,Colour By Numbers (Remastered / Expanded Edition),False
Walk of Life,Dire Straits,1985,4.207766666666667,Brothers in Arms,False
Higher Love - Single Version,Steve Winwood,2007,4.203766666666667,'80s Pop #1's,False
Everybody Wants To Rule The World,Tears For Fears,1985,4.191466666666667,Songs From The Big Chair (Super Deluxe Edition),False
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,1997,4.184433333333334,The Definitive Collection,False
Don't Stop Believin' (2022 Remaster),Journey,1981,4.16,Escape (2022 Remaster),False
Under Pressure - Remastered 2011,Queen,1982,4.140666666666666,Hot Space (Deluxe Remastered Version),False
"Maniac - From ""Flashdance""",Michael Sembello,2023,4.1,ドライブが楽しくなる洋楽ヒッツ！80年代 HITS,False
Eye of the Tiger,Survivor,1985,4.094,Rocky IV,False
Hip To Be Square,Huey Lewis & The News,1986,4.0911,Fore!,False
What A Feeling,Irene Cara,2007,4.07555,What A Feeling,False
Jump - 2015 Remaster,Van Halen,1984,4.02665,1984 (Remastered),False
Walking On Sunshine,Katrina & The Waves,1985,3.9788833333333335,Katrina & The Waves,False
Sexual Healing,Marvin Gaye,1982,3.9766666666666666,Midnight Love,False
Girls Just Want to Have Fun,Cyndi Lauper,2014,3.9686666666666666,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),False
Don't You Want Me,The Human League,1981,3.9486666666666665,Dare!,False
Relax,Frankie Goes To Hollywood,1984,3.9466666666666668,Welcome To The Pleasuredome,False
Funkytown - Single Version,Lipps Inc.,2023,3.9133333333333336,ドライブが楽しくなる洋楽ヒッツ！70年代 DISCO,False
Got My Mind Set on You,George Harrison,1987,3.9108833333333335,Cloud Nine,False
The Power Of Love,Huey Lewis & The News,2006,3.90555,Greatest Hits: Huey Lewis And The News,False
"Heaven Is A Place On Earth - Promo 7"" Edit",Belinda Carlisle,1987,3.894433333333333,Heaven On Earth (Deluxe Edition),False
"Together In Electric Dreams - Remastered 2003 / From ""Electric Dreams"" Original Motion Picture Soundtrack",Phil Oakey,1985,3.8777666666666666,Philip Oakey & Giorgio Moroder,False
Wake Me Up Before You Go-Go,Wham!,1984,3.85555,Make It Big,False
I'm So Excited,The Pointer Sisters,1982,3.844,So Excited! (Expanded Edition),False
Never Too Much,Luther Vandross,1981,3.8411,Never Too Much,False
Teardrops,Womack & Womack,2023,3.8148833333333334,Teardrops (Sped Up),False
I Think We're Alone Now,Tiffany,1987,3.814,Tiffany,False
Bette Davis Eyes,Kim Carnes,1981,3.8,Mistaken Identity,False
Chain Reaction,Diana Ross,1985,3.798,Eaten Alive (Expanded Edition),False
What's Love Got to Do with It,Tina Turner,1993,3.7813333333333334,What's Love Got to Do with It?,False
Everywhere - 2017 Remaster,Fleetwood Mac,1987,3.77755,Tango In the Night (Deluxe Edition),False
Kiss,Prince,1986,3.7706666666666666,Parade - Music from the Motion Picture Under the Cherry Moon,False
Take on Me,a-ha,1985,3.7546666666666666,Hunting High and Low,False
Just Can't Get Enough - 2006 Remaster,Depeche Mode,1981,3.712666666666667,Speak & Spell (2006 Remaster),False
You Give Love A Bad Name,Bon Jovi,1986,3.7117666666666667,Slippery When Wet,False
Down Under,Men At Work,1996,3.6811,The Best Of Men At Work: Contraband,False
Footloose,Kenny Loggins,1997,3.6784333333333334,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",False
Hungry Like the Wolf - 2009 Remaster,Duran Duran,1982,3.6771,Rio (Collector's Edition),False
Tell It to My Heart,Taylor Dayne,2003,3.6704333333333334,Platinum & Gold Collection,False
I'm Gonna Be (500 Miles),The Proclaimers,2003,3.657766666666667,Finest,False
Like a Virgin,Madonna,1984,3.6437666666666666,Like a Virgin,False
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1983,3.61555,Sweet Dreams (Are Made Of This),False
Summer Of '69,Bryan Adams,1984,3.6008833333333334,Reckless (30th Anniversary / Deluxe Edition),False
She Drives Me Crazy,Fine Young Cannibals,1988,3.596216666666667,The Raw & The Cooked,False
Raspberry Beret,Prince,1985,3.5862166666666666,Around The World In A Day,False
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,1997,3.58555,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",False
Never Gonna Give You Up,Rick Astley,1987,3.55955,Whenever You Need Somebody,False
A Little Respect,Erasure,1988,3.556216666666667,The Innocents,False
Start Me Up - Remastered 2009,The Rolling Stones,1981,3.5511,Tattoo You (2009 Re-Mastered),False
Get Down On It - Single Version,Kool & The Gang,2018,3.528,Collected,False
Love Will Tear Us Apart - 2020 Remaster,Joy Division,1980,3.4742166666666665,Love Will Tear Us Apart,False
Invisible Touch - 2007 Remaster,Genesis,1986,3.4671,Invisible Touch (2007 Remaster),False
Golden Brown,The Stranglers,1981,3.446,La Folie,False
Kids In America,Kim Wilde,1981,3.42555,Kim Wilde,False
Close to Me - 2006 Remaster,The Cure,1985,3.387766666666667,The Head on the Door,False
Our House,Madness,1983,3.3522166666666666,Madness,False
Uptown Girl,Billy Joel,1983,3.2951,An Innocent Man,False
You Spin Me Round (Like a Record),Dead Or Alive,1983,3.2524333333333333,Evolution: The Hits,False
Faith - Remastered,George Michael,1987,3.22,Faith,False
You Make My Dreams (Come True),Daryl Hall & John Oates,1980,3.1771,Voices,False
Break My Stride,Matthew Wilder,1983,3.074666666666667,I Don't Speak The Language,False
Red Red Wine,UB40,2000,3.0622166666666666,The Very Best Of,False
I'm Still Standing,Elton John,1983,3.0573333333333332,Too Low For Zero,False
Need You Tonight,INXS,1987,3.0086166666666667,Kick,False
You Can't Hurry Love - 2016 Remaster,Phil Collins,1982,2.9291,"Hello, I Must Be Going! (Deluxe Edition)",False
The Safety Dance,Men Without Hats,1998,2.7584333333333335,Rock Of The 80's,False
Tainted Love,Soft Cell,1981,2.5633333333333335,Non-Stop Erotic Cabaret,False
